AgencyID,AgencyName,AgencyType,PhysicalCity,PhysicalZIPCode,Countyname,JurisdictionName,ReportingYear,ReportingType,AgencyStatus,ReportStatus,TotalNumberOfFacilities,DisposalTons,NumberOfEmployees,EmployeeDisposalRate,EmployeeDisposalRateTarget,NonEmployeePopulationType,NonEmployeeDisposalRate,NonEmployeeDisposalRateTarget,Comments
439,San Diego City College,Community College,San Diego,92101-4787,San Diego,San Diego,2014,Full,Active,Reporting requirement temporarily suspended ,,,,,4.7,Students,,0.2,
440,San Diego Community College (Continuing Education),Community College,San Diego,92113-1915,San Diego,San Diego,2014,Full,Active,Reporting requirement temporarily suspended ,6,,,,2.7,Students,,0,
441,San Diego Community College District Office,Community College,San Diego,92108-3883,San Diego,San Diego,2014,Full,Active,Reporting requirement temporarily suspended ,2,,,,1.8,Students,,6.2,
446,San Joaquin Delta College,Community College,Stockton,95207,San Joaquin,Stockton,2014,Modified,Active,Reporting requirement temporarily suspended ,3,,,,1.8,Students,,0.2,
448,San Jose City College,Community College,San Jose,95128-2799,Santa Clara,San Jose,2014,Full,Active,Reporting requirement temporarily suspended ,,,,,24.5,Students,,0.6,
451,Santa Ana College,Community College,Santa Ana,92706,Orange,Santa Ana,2014,Full,Active,Reporting requirement temporarily suspended ,5,,,,2.7,Students,,0.1,
452,Santa Barbara Community College,Community College,Santa Barbara,93109,Santa Barbara,Santa Barbara,2014,Full,Active,Reporting requirement temporarily suspended ,3,,,,4.4,Students,,0.1,
453,Santa Clarita Community College District,Community College,Santa Clarita,91355,Los Angeles,Santa Clarita,2014,Full,Active,Reporting requirement temporarily suspended ,,,,,3.9,Students,,0.2,
454,Santa Monica Community College District,Community College,Santa Monica,90405,Los Angeles,Santa Monica,2014,Full,Active,Reporting requirement temporarily suspended ,7,,,,17.2,Students,,1.4,
454,Santa Monica Community College District,Community College,Santa Monica,90405,Los Angeles,Santa Monica,2014,Full,Active,Reporting requirement temporarily suspended ,,,,,17.2,Students,,1.4,
456,Santa Rosa Junior College,Community College,Santa Rosa,95401,Sonoma,Santa Rosa,2014,Full,Active,Reporting requirement temporarily suspended ,5,,,,3.9,Students,,0.2,
457,Santiago Canyon College,Community College,Orange,92869-4512,Orange,Orange,2014,Full,Active,Reporting requirement temporarily suspended ,2,,,,2.3,Students,,0,
461,Shasta Tehama Trinity Community College District,Community College,Redding,96003,Shasta,Redding,2014,Full,Active,Reporting requirement temporarily suspended ,5,,,,5.1,Students,,0.3,
463,Sierra Joint Community College District,Community College,Rocklin,95677,Placer,Rocklin,2014,Full,Active,Reporting requirement temporarily suspended ,4,,,,2,Students,,0.1,
464,Skyline College,Community College,San Bruno,94066,San Mateo,San Bruno,2014,Full,Active,Reporting requirement temporarily suspended ,,,,,11.8,Students,,0.3,
465,Solano Community College,Community College,Fairfield,94534,Solano,Fairfield,2014,Full,Active,Reporting requirement temporarily suspended ,7,,,,8,Students,,0.2,
470,Southwestern Community College,Community College,Chula Vista,91910,San Diego,Chula Vista,2014,Full,Active,Reporting requirement temporarily suspended ,4,,,,2.2,Students,,0.2,
490,Ventura College,Community College,Ventura,93003,Ventura,Ventura-Unincorporated,2014,Full,Active,Reporting requirement temporarily suspended ,3,,,,1.9,Students,,0,
497,Victor Valley Community College District,Community College,Victorville,92395,San Bernardino,Victorville,2014,Full,Active,Reporting requirement temporarily suspended ,1,,,,14.9,Students,,0.5,
499,West Hills Community College - Coalinga,Community College,Coalinga,93210,Fresno,Coalinga,2014,Full,Active,Reporting requirement temporarily suspended ,,,,,3.3,Students,,0.5,
500,West Hills Community College - Lemoore,Community College,Lemoore,93245,Kings,Lemoore,2014,Full,Active,Reporting requirement temporarily suspended ,1,,,,6.1,Students,,0.1,
502,West Kern Community College District,Community College,Taft,93268,Kern,Taft,2014,Full,Active,Reporting requirement temporarily suspended ,1,,,,4.1,Students,,0.6,
503,LACCD - West Los Angeles College,Community College,Culver City,90230,Los Angeles,Culver City,2014,Full,Active,Reporting requirement temporarily suspended ,1,,,,10.3,Students,,0.2,
504,West Valley Community College,Community College,Saratoga,95070-5698,Santa Clara,Saratoga,2014,Full,Active,Reporting requirement temporarily suspended ,,,,,5.3,Students,,0.2,
507,Yosemite Community College District,Community College,Modesto,95358,Stanislaus,Modesto,2014,Full,Active,Reporting requirement temporarily suspended ,2,,,,10.3,Students,,0.3,
512,Yuba College-District Office,Community College,Marysville,95901,Yuba,Marysville,2014,Full,Active,Reporting requirement temporarily suspended ,,,,,7.2,Students,,0.5,
57,Allan Hancock Joint Community College District,Community College,Santa Maria,93454-6399,Santa Barbara,Santa Maria,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,3.1,Students,,0.2,
58,American River College,Community College,Sacramento,95841,Sacramento,Sacramento-Unincorporated,2013,Full,Active,Reporting requirement temporarily suspended ,3,,,,2.2,Students,,0.1,
59,Antelope Valley Community College,Community College,Lancaster,93536,Los Angeles,Lancaster,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,1.8,Students,,0.1,
64,Bakersfield College,Community College,Bakersfield,93305,Kern,Bakersfield,2013,Full,Active,Reporting requirement temporarily suspended ,2,,,,5.4,Students,,0.2,
65,Barstow Community College,Community College,Barstow,92311,San Bernardino,Barstow,2013,Full,Active,Reporting requirement temporarily suspended ,2,,,,5.8,Students,,0.1,
66,Berkeley City College,Community College,Berkeley,94704,Alameda,Berkeley,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,10.7,Students,,0.2,
90,Butte College,Community College,Oroville,95965-8399,Butte,Oroville,2013,Full,Active,Reporting requirement temporarily suspended ,3,,,,2.9,Students,,0.3,
91,Cabrillo College,Community College,Aptos,95003,Santa Cruz,Santa Cruz-Unincorporated,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,1,Students,,0.1,
229,Canada College,Community College,Redwood City,94061,San Mateo,Redwood City,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,7.2,Students,,0.2,
233,Cerritos Community College,Community College,Norwalk,90650-6203,Los Angeles,Norwalk,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,1.6,Students,,0.1,
234,Cerro Coso Community College,Community College,Ridgecrest,93555,Kern,Ridgecrest,2013,Full,Active,Reporting requirement temporarily suspended ,4,,,,6.2,Students,,0.3,
235,Chabot College,Community College,Hayward,94555,Alameda,Hayward,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,0.7,Students,,0.1,
236,Chaffey College,Community College,Rancho Cucamonga,91737,San Bernardino,Rancho Cucamonga,2013,Full,Active,Reporting requirement temporarily suspended ,10,,,,14.6,Students,,0.8,
239,Citrus College,Community College,Glendora,91741,Los Angeles,Glendora,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,12.1,Students,,1,
240,City College of San Francisco,Community College,San Francisco,94103,San Francisco,San Francisco,2013,Full,Active,Reporting requirement temporarily suspended ,11,,,,1.7,Students,,0.1,
243,Coast Community College District Administration,Community College,Costa Mesa,92626,Orange,Costa Mesa,2013,Full,Active,Reporting requirement temporarily suspended ,3,,,,3.2,Students,,0.5,
244,Coastline Community College,Community College,Fountain Valley,92708,Orange,Fountain Valley,2013,Full,Active,Reporting requirement temporarily suspended ,3,,,,3.1,Students,,0.1,
245,College of Alameda,Community College,Alameda,94501,Alameda,Alameda,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,3.9,Students,,0.3,
246,College of Marin,Community College,Kentfield,94904,Marin,Marin-Unincorporated,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,1.4,Students,,0.1,
247,College of San Mateo,Community College,San Mateo,94402,San Mateo,San Mateo,2013,Full,Active,Reporting requirement temporarily suspended ,2,,,,5.3,Students,,0.1,
248,College of the Desert,Community College,Palm Desert,92260,Riverside,Palm Desert,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,5.2,Students,,0.4,
249,College of the Redwoods,Community College,Eureka,95501,Humboldt,Eureka,2013,Full,Active,Reporting requirement temporarily suspended ,10,,,,2.9,Students,,0.2,
250,College of the Sequoias,Community College,Visalia,93277,Tulare,Visalia,2013,Full,Active,Reporting requirement temporarily suspended ,3,,,,3.6,Students,,0.2,
251,College of the Siskiyous,Community College,Weed,96094,Siskiyou,Weed,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,1.6,Students,,0,
259,Compton Community College,Community College,Compton,90221-5393,Los Angeles,Compton,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,2.2,Students,,0.1,
260,Contra Costa Community College,Community College,San Pablo,94806,Contra Costa,West Contra Costa Integrated Waste Management Authority,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,3,Students,,0.1,
263,Copper Mountain Community College,Community College,Joshua Tree,92252,San Bernardino,Riverside-Unincorporated,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,0.8,Students,,0.1,
266,Cosumnes River College,Community College,Sacramento,95823,Sacramento,Sacramento,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,6.9,Students,,0.1,
268,Crafton Hills College,Community College,Yucaipa,92399,San Bernardino,Yucaipa,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,9.300000000000001,Students,,0.4,
269,"Cuesta Community College, San Luis Obispo",Community College,San Luis Obispo,93405-8106,San Luis Obispo,San Luis Obispo-Unincorporated,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,1.9,Students,,0.1,
270,Cuyamaca Community College,Community College,El Cajon,92019-4304,San Diego,El Cajon,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,2.6,Students,,0.2,
271,Cypress College,Community College,Cypress,90630,Orange,Cypress,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,4.9,Students,,0.2,
272,De Anza Community College,Community College,Cupertino,95014,Santa Clara,Cupertino,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,3.1,Students,,0.2,
310,Diablo Valley College,Community College,Pleasant Hill,94523,Contra Costa,Pleasant Hill,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,1.3,Students,,0,
313,LACCD - East Los Angeles College,Community College,Monterey Park,91754,Los Angeles,Monterey Park,2013,Full,Active,Reporting requirement temporarily suspended ,2,,,,8.699999999999999,Students,,0.2,
314,El Camino College,Community College,Torrance,90506,Los Angeles,Torrance,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,2.6,Students,,0.3,
319,Evergreen Valley College,Community College,San Jose,95135-1598,Santa Clara,San Jose,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,5.3,Students,,0.1,
323,Feather River College,Community College,Quincy,95971,Plumas,Plumas-Unincorporated,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,13.6,Students,,1.7,
324,Folsom Lake College,Community College,Folsom,95630,Sacramento,Folsom,2013,Full,Active,Reporting requirement temporarily suspended ,2,,,,1,Students,,0,
326,Foothill College,Community College,Los Altos Hills,94022,Santa Clara,Cupertino,2013,Full,Active,Reporting requirement temporarily suspended ,2,,,,6,Students,,0.4,
327,Foothill College-Middlefield Campus,Community College,Palo Alto,94303,Santa Clara,Palo Alto,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,17.5,Students,,0.1,
330,Fresno City College,Community College,Fresno,93704,Fresno,Fresno,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,1.8,Students,,0.1,
331,Fullerton College,Community College,Fullerton,92832,Orange,Fullerton,2013,Full,Active,Reporting requirement temporarily suspended ,2,,,,21.8,Students,,0.9,
332,Gavilan Community College District,Community College,Gilroy,95020,Santa Clara,Gilroy,2013,Full,Active,Reporting requirement temporarily suspended ,3,,,,127.4,Students,,4.3,
333,Glendale Community College,Community College,Glendale,91208,Los Angeles,Glendale,2013,Full,Active,Reporting requirement temporarily suspended ,3,,,,0.9,Students,,0.1,
334,Golden West College,Community College,Huntington Beach,92647-2748,Orange,Huntington Beach,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,3.8,Students,,0.5,
336,Grossmont College,Community College,El Cajon,92020,San Diego,El Cajon,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,1.1,Students,,0.1,
337,Hartnell Community College,Community College,Salinas,93901,Monterey,Salinas,2013,Full,Active,Reporting requirement temporarily suspended ,2,,,,2.6,Students,,0.2,
344,Imperial Community College District,Community College,Imperial,92251,Imperial,Imperial,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,2.8,Students,,0.2,
346,Irvine Valley College,Community College,Irvine,92618,Orange,Irvine,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,5.5,Students,,0.2,
349,LACCD - Educational Services Center,Community College,Los Angeles,90017,Los Angeles,Los Angeles,2013,Full,Active,Reporting requirement temporarily suspended ,3,,,,0.7,Students,,0,
349,LACCD - Educational Services Center,Community College,Los Angeles,90017,Los Angeles,Los Angeles,2013,Full,Active,Reporting requirement temporarily suspended ,3,,,,0.7,Students,,0,
350,Lake Tahoe Community College,Community College,South Lake Tahoe,96150,El Dorado,South Lake Tahoe,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,3.7,Students,,0.1,
353,Las Positas College,Community College,Livermore,94551,Alameda,Hayward,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,1,Students,,0.2,
354,Lassen Community College,Community College,Susanville,96130,Lassen,Susanville,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,10.5,Students,,0.9,
356,Long Beach City College,Community College,Long Beach,90808,Los Angeles,Long Beach,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,1.1,Students,,0.1,
357,LACCD - Los Angeles City College,Community College,Los Angeles,90029,Los Angeles,Los Angeles,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,6.9,Students,,0.2,
358,LACCD - Pierce College,Community College,Woodland Hills,91371,Los Angeles,Los Angeles-Unincorporated,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,7.8,Students,,0.2,
359,LACCD - Los Angeles Harbor College,Community College,Wilmington,90744,Los Angeles,Los Angeles-Unincorporated,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,16.2,Students,,0.9,
360,LACCD - Los Angeles Mission College,Community College,Sylmar,91342,Los Angeles,Los Angeles-Unincorporated,2013,Full,Active,Reporting requirement temporarily suspended ,2,,,,4.5,Students,,0.1,
361,LACCD - Los Angeles Southwest College,Community College,Los Angeles,90047,Los Angeles,Los Angeles,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,9.199999999999999,Students,,0.6,
362,LACCD - Los Angeles Trade-Technical College,Community College,Los Angeles,90015,Los Angeles,Los Angeles,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,31.4,Students,,0.8,
363,LACCD - Los Angeles Valley College,Community College,Valley Glen,91401,Los Angeles,Los Angeles-Unincorporated,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,3.8,Students,,0.2,
365,Los Medanos College,Community College,Pittsburg,94565,Contra Costa,Pittsburg,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,2.7,Students,,0.1,
366,Los Rios Community College District Office,Community College,Sacramento,95825,Sacramento,Sacramento-Unincorporated,2013,Full,Active,Reporting requirement temporarily suspended ,3,,,,0.9,Students,,0,
366,Los Rios Community College District Office,Community College,Sacramento,95825,Sacramento,Sacramento-Unincorporated,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,0.9,Students,,0,
370,Mendocino-Lake Community College District,Community College,Ukiah,95482,Mendocino,Ukiah,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,7.2,Students,,0.2,
371,Merced College,Community College,Merced,95348,Merced,Merced,2013,Modified,Active,Reporting requirement temporarily suspended ,1,,,,5.9,Students,,0.7,
373,Merritt College,Community College,Oakland,94619,Alameda,Oakland,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,4.9,Students,,0.2,
374,Mesa College,Community College,San Diego,92111-4998,San Diego,San Diego,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,3.1,Students,,0.2,
377,Miracosta Community College,Community College,Oceanside,92056,San Diego,Oceanside,2013,Full,Active,Reporting requirement temporarily suspended ,3,,,,17.8,Students,,0.5,
378,Miramar College,Community College,San Diego,92126-2999,San Diego,San Diego-Unincorporated,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,3.2,Students,,0.2,
379,Mission Community College,Community College,Santa Clara,95054,Santa Clara,Santa Clara-Unincorporated,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,5.2,Students,,0.1,
380,Monterey Peninsula College,Community College,Monterey,93940,Monterey,Monterey,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,3.4,Students,,0.1,
381,Moorpark College,Community College,Moorpark,93021,Ventura,Moorpark,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,3.3,Students,,0.2,
382,Mt. San Antonio Community College District,Community College,Walnut,91789,Los Angeles,Walnut,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,2.1,Students,,0.1,
383,Mt. San Jacinto Community College District,Community College,San Jacinto,92583-2399,Riverside,San Jacinto,2013,Full,Active,Reporting requirement temporarily suspended ,3,,,,1.9,Students,,0.2,
386,Napa Valley Community College,Community College,Napa,94558,Napa,Napa,2013,Full,Active,Reporting requirement temporarily suspended ,2,,,,2.6,Students,,0.1,
405,Ohlone College,Community College,Fremont,94539-0390,Alameda,Fremont,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,6.9,Students,,0.2,
406,Orange Coast College,Community College,Costa Mesa,92626,Orange,Costa Mesa,2013,Full,Active,Reporting requirement temporarily suspended ,2,,,,3,Students,,0.2,
409,Oxnard College,Community College,Oxnard,93033,Ventura,Oxnard,2013,Full,Active,Reporting requirement temporarily suspended ,3,,,,10.7,Students,,0.4,
410,Palo Verde Community College,Community College,Blythe,92225,Riverside,Blythe,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,1.4,Students,,0.2,
412,Palomar Community College District,Community College,San Marcos,92069,San Diego,San Marcos,2013,Full,Active,Reporting requirement temporarily suspended ,2,,,,1,Students,,0.1,
413,Pasadena Area Community College District,Community College,Pasadena,91106,Los Angeles,Pasadena,2013,Full,Active,Reporting requirement temporarily suspended ,4,,,,3.7,Students,,0.2,
420,Porterville College,Community College,Porterville,93257,Tulare,Porterville,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,2.3,Students,,0.1,
426,Rancho Santiago Community College District Office,Community College,Santa Ana,92706,Orange,Santa Ana,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,1.1,Students,,0.3,
427,Reedley College,Community College,Reedley,93654,Fresno,Reedley,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,14.2,Students,,0.4,
432,Rio Hondo College,Community College,Whittier,90601,Los Angeles,Whittier,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,6.4,Students,,0.1,
433,Riverside Community College District,Community College,Riverside,92507,Riverside,Riverside,2013,Full,Active,Reporting requirement temporarily suspended ,5,,,,1.8,Students,,0.1,
434,Sacramento City College,Community College,Sacramento,95822,Sacramento,Sacramento,2013,Full,Active,Reporting requirement temporarily suspended ,2,,,,1.4,Students,,0.1,
436,Saddleback College,Community College,Mission Viejo,92692,Orange,Mission Viejo,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,26.7,Students,,0.5,
438,San Bernardino Valley College,Community College,San Bernardino,92410,San Bernardino,San Bernardino-Unincorporated,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,60,Students,,1.7,
439,San Diego City College,Community College,San Diego,92101-4787,San Diego,San Diego,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,4.7,Students,,0.2,
440,San Diego Community College (Continuing Education),Community College,San Diego,92113-1915,San Diego,San Diego,2013,Full,Active,Reporting requirement temporarily suspended ,6,,,,2.7,Students,,0,
441,San Diego Community College District Office,Community College,San Diego,92108-3883,San Diego,San Diego,2013,Full,Active,Reporting requirement temporarily suspended ,2,,,,1.8,Students,,6.2,
446,San Joaquin Delta College,Community College,Stockton,95207,San Joaquin,Stockton,2013,Modified,Active,Reporting requirement temporarily suspended ,3,,,,1.8,Students,,0.2,
448,San Jose City College,Community College,San Jose,95128-2799,Santa Clara,San Jose,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,24.5,Students,,0.6,
451,Santa Ana College,Community College,Santa Ana,92706,Orange,Santa Ana,2013,Full,Active,Reporting requirement temporarily suspended ,5,,,,2.7,Students,,0.1,
452,Santa Barbara Community College,Community College,Santa Barbara,93109,Santa Barbara,Santa Barbara,2013,Full,Active,Reporting requirement temporarily suspended ,3,,,,4.4,Students,,0.1,
453,Santa Clarita Community College District,Community College,Santa Clarita,91355,Los Angeles,Santa Clarita,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,3.9,Students,,0.2,
454,Santa Monica Community College District,Community College,Santa Monica,90405,Los Angeles,Santa Monica,2013,Full,Active,Reporting requirement temporarily suspended ,7,,,,17.2,Students,,1.4,
454,Santa Monica Community College District,Community College,Santa Monica,90405,Los Angeles,Santa Monica,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,17.2,Students,,1.4,
456,Santa Rosa Junior College,Community College,Santa Rosa,95401,Sonoma,Santa Rosa,2013,Full,Active,Reporting requirement temporarily suspended ,5,,,,3.9,Students,,0.2,
457,Santiago Canyon College,Community College,Orange,92869-4512,Orange,Orange,2013,Full,Active,Reporting requirement temporarily suspended ,2,,,,2.3,Students,,0,
461,Shasta Tehama Trinity Community College District,Community College,Redding,96003,Shasta,Redding,2013,Full,Active,Reporting requirement temporarily suspended ,5,,,,5.1,Students,,0.3,
463,Sierra Joint Community College District,Community College,Rocklin,95677,Placer,Rocklin,2013,Full,Active,Reporting requirement temporarily suspended ,4,,,,2,Students,,0.1,
464,Skyline College,Community College,San Bruno,94066,San Mateo,San Bruno,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,11.8,Students,,0.3,
465,Solano Community College,Community College,Fairfield,94534,Solano,Fairfield,2013,Full,Active,Reporting requirement temporarily suspended ,7,,,,8,Students,,0.2,
470,Southwestern Community College,Community College,Chula Vista,91910,San Diego,Chula Vista,2013,Full,Active,Reporting requirement temporarily suspended ,4,,,,2.2,Students,,0.2,
490,Ventura College,Community College,Ventura,93003,Ventura,Ventura-Unincorporated,2013,Full,Active,Reporting requirement temporarily suspended ,3,,,,1.9,Students,,0,
497,Victor Valley Community College District,Community College,Victorville,92395,San Bernardino,Victorville,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,14.9,Students,,0.5,
499,West Hills Community College - Coalinga,Community College,Coalinga,93210,Fresno,Coalinga,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,3.3,Students,,0.5,
500,West Hills Community College - Lemoore,Community College,Lemoore,93245,Kings,Lemoore,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,6.1,Students,,0.1,
502,West Kern Community College District,Community College,Taft,93268,Kern,Taft,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,4.1,Students,,0.6,
503,LACCD - West Los Angeles College,Community College,Culver City,90230,Los Angeles,Culver City,2013,Full,Active,Reporting requirement temporarily suspended ,1,,,,10.3,Students,,0.2,
504,West Valley Community College,Community College,Saratoga,95070-5698,Santa Clara,Saratoga,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,5.3,Students,,0.2,
507,Yosemite Community College District,Community College,Modesto,95358,Stanislaus,Modesto,2013,Full,Active,Reporting requirement temporarily suspended ,2,,,,10.3,Students,,0.3,
512,Yuba College-District Office,Community College,Marysville,95901,Yuba,Marysville,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,7.2,Students,,0.5,
57,Allan Hancock Joint Community College District,Community College,Santa Maria,93454-6399,Santa Barbara,Santa Maria,2012,Full,Active,Reporting requirement temporarily suspended ,1,,,,3.1,Students,,0.2,
58,American River College,Community College,Sacramento,95841,Sacramento,Sacramento-Unincorporated,2012,Full,Active,Reporting requirement temporarily suspended ,3,,,,2.2,Students,,0.1,
59,Antelope Valley Community College,Community College,Lancaster,93536,Los Angeles,Lancaster,2012,Full,Active,Reporting requirement temporarily suspended ,1,,,,1.8,Students,,0.1,
64,Bakersfield College,Community College,Bakersfield,93305,Kern,Bakersfield,2012,Full,Active,Reporting requirement temporarily suspended ,2,,,,5.4,Students,,0.2,
65,Barstow Community College,Community College,Barstow,92311,San Bernardino,Barstow,2012,Full,Active,Reporting requirement temporarily suspended ,2,,,,5.8,Students,,0.1,
66,Berkeley City College,Community College,Berkeley,94704,Alameda,Berkeley,2012,Full,Active,Reporting requirement temporarily suspended ,,,,,10.7,Students,,0.2,
90,Butte College,Community College,Oroville,95965-8399,Butte,Oroville,2012,Full,Active,Reporting requirement temporarily suspended ,3,,,,2.9,Students,,0.3,
91,Cabrillo College,Community College,Aptos,95003,Santa Cruz,Santa Cruz-Unincorporated,2012,Full,Active,Reporting requirement temporarily suspended ,,,,,1,Students,,0.1,
229,Canada College,Community College,Redwood City,94061,San Mateo,Redwood City,2012,Full,Active,Reporting requirement temporarily suspended ,1,,,,7.2,Students,,0.2,
233,Cerritos Community College,Community College,Norwalk,90650-6203,Los Angeles,Norwalk,2012,Full,Active,Reporting requirement temporarily suspended ,1,,,,1.6,Students,,0.1,
234,Cerro Coso Community College,Community College,Ridgecrest,93555,Kern,Ridgecrest,2012,Full,Active,Reporting requirement temporarily suspended ,4,,,,6.2,Students,,0.3,
235,Chabot College,Community College,Hayward,94555,Alameda,Hayward,2012,Full,Active,Reporting requirement temporarily suspended ,1,,,,0.7,Students,,0.1,
236,Chaffey College,Community College,Rancho Cucamonga,91737,San Bernardino,Rancho Cucamonga,2012,Full,Active,Reporting requirement temporarily suspended ,10,,,,14.6,Students,,0.8,
239,Citrus College,Community College,Glendora,91741,Los Angeles,Glendora,2012,Full,Active,Reporting requirement temporarily suspended ,1,,,,12.1,Students,,1,
240,City College of San Francisco,Community College,San Francisco,94103,San Francisco,San Francisco,2012,Full,Active,Reporting requirement temporarily suspended ,11,,,,1.7,Students,,0.1,
243,Coast Community College District Administration,Community College,Costa Mesa,92626,Orange,Costa Mesa,2012,Full,Active,Reporting requirement temporarily suspended ,3,,,,3.2,Students,,0.5,
244,Coastline Community College,Community College,Fountain Valley,92708,Orange,Fountain Valley,2012,Full,Active,Reporting requirement temporarily suspended ,3,,,,3.1,Students,,0.1,
245,College of Alameda,Community College,Alameda,94501,Alameda,Alameda,2012,Full,Active,Reporting requirement temporarily suspended ,1,,,,3.9,Students,,0.3,
246,College of Marin,Community College,Kentfield,94904,Marin,Marin-Unincorporated,2012,Full,Active,Reporting requirement temporarily suspended ,1,,,,1.4,Students,,0.1,
247,College of San Mateo,Community College,San Mateo,94402,San Mateo,San Mateo,2012,Full,Active,Reporting requirement temporarily suspended ,2,,,,5.3,Students,,0.1,
248,College of the Desert,Community College,Palm Desert,92260,Riverside,Palm Desert,2012,Full,Active,Reporting requirement temporarily suspended ,1,,,,5.2,Students,,0.4,
249,College of the Redwoods,Community College,Eureka,95501,Humboldt,Eureka,2012,Full,Active,Reporting requirement temporarily suspended ,10,,,,2.9,Students,,0.2,
250,College of the Sequoias,Community College,Visalia,93277,Tulare,Visalia,2012,Full,Active,Reporting requirement temporarily suspended ,3,,,,3.6,Students,,0.2,
251,College of the Siskiyous,Community College,Weed,96094,Siskiyou,Weed,2012,Full,Active,Reporting requirement temporarily suspended ,1,,,,1.6,Students,,0,
259,Compton Community College,Community College,Compton,90221-5393,Los Angeles,Compton,2012,Full,Active,Reporting requirement temporarily suspended ,,,,,2.2,Students,,0.1,
260,Contra Costa Community College,Community College,San Pablo,94806,Contra Costa,West Contra Costa Integrated Waste Management Authority,2012,Full,Active,Reporting requirement temporarily suspended ,,,,,3,Students,,0.1,
263,Copper Mountain Community College,Community College,Joshua Tree,92252,San Bernardino,Riverside-Unincorporated,2012,Full,Active,Reporting requirement temporarily suspended ,1,,,,0.8,Students,,0.1,
